satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary,sales,employee_id
0.75,0.84,5,222,3,1,0,0,medium,IT,13461
0.5,0.77,3,265,3,0,0,0,medium,IT,13462
0.78,0.5,5,247,4,0,0,0,medium,product_mng,13463
0.76,0.45,4,147,2,0,0,0,medium,product_mng,13464
0.94,0.52,3,273,3,0,0,0,high,product_mng,13465
0.24,0.94,6,144,4,0,0,0,low,product_mng,13466
0.99,0.66,3,181,2,0,0,0,medium,IT,13467
0.67,0.64,3,198,2,1,0,0,medium,management,13468
0.76,0.57,5,255,4,0,0,0,medium,management,13469
0.76,0.77,4,169,10,0,0,0,medium,management,13470
0.55,0.64,4,201,10,1,0,0,medium,management,13471
0.74,0.6,4,274,10,1,0,0,medium,management,13472
0.81,0.85,4,134,10,1,0,0,medium,management,13473
0.98,0.67,3,190,10,0,0,0,medium,IT,13474
0.98,0.98,4,170,10,0,0,0,medium,IT,13475
0.58,0.91,3,154,10,0,0,0,high,product_mng,13476
0.18,0.75,3,142,2,0,0,0,low,product_mng,13477
0.57,0.67,5,235,2,0,0,0,low,product_mng,13478
0.7,0.62,3,110,3,0,0,0,low,product_mng,13479
0.49,0.77,3,211,3,0,0,0,high,IT,13480
0.7,0.56,4,214,3,0,1,0,medium,management,13481
0.16,0.93,5,210,7,0,1,0,medium,management,13482
0.58,0.59,3,207,7,0,1,0,medium,management,13483
0.66,0.57,4,161,7,0,1,0,medium,management,13484
0.51,0.55,2,102,7,0,1,0,medium,management,13485
0.48,0.84,4,186,7,0,1,0,medium,management,13486
0.56,0.71,3,211,6,0,1,0,low,marketing,13487
0.81,0.62,3,240,6,0,1,0,low,sales,13488
0.57,0.7,4,237,6,0,0,0,low,accounting,13489
0.66,0.53,3,164,6,0,0,0,low,support,13490
0.22,0.91,6,222,8,0,0,0,low,technical,13491
0.96,0.71,3,205,8,1,0,0,medium,management,13492
0.87,0.88,4,140,8,0,0,0,medium,marketing,13493
0.61,0.42,2,103,8,0,0,0,medium,marketing,13494
0.66,0.85,3,178,8,1,0,0,medium,marketing,13495
0.9,0.51,4,137,6,0,0,0,medium,sales,13496
0.64,0.67,3,143,6,0,0,0,medium,sales,13497
0.76,0.82,4,170,6,0,0,0,medium,sales,13498
0.97,0.41,5,135,6,0,0,0,medium,sales,13499
0.69,0.76,3,174,6,0,0,0,medium,sales,13500
0.98,0.55,3,166,6,1,0,0,medium,sales,13501
0.18,0.61,5,174,6,0,0,0,medium,sales,13502
0.62,0.91,3,251,10,0,0,0,medium,sales,13503
0.29,0.37,6,187,10,1,0,0,high,sales,13504
0.87,0.48,5,170,3,0,0,0,low,sales,13505
0.91,0.64,3,241,10,0,0,0,medium,sales,13506
0.53,0.79,3,221,10,1,0,0,medium,sales,13507
0.69,0.73,4,257,10,1,0,0,medium,sales,13508
0.14,0.58,4,275,10,0,0,0,medium,sales,13509
0.7,0.77,4,245,2,0,0,0,low,sales,13510
0.77,0.75,6,246,6,0,0,0,low,sales,13511
0.77,0.76,6,263,6,0,0,0,low,sales,13512
0.76,0.99,3,133,4,0,0,0,low,sales,13513
0.66,0.49,4,157,3,0,0,0,low,sales,13514
0.5,0.95,3,198,4,0,0,0,low,accounting,13515
0.57,0.9,5,145,3,0,0,0,low,accounting,13516
0.97,0.62,6,118,2,0,0,0,low,accounting,13517
0.26,0.99,5,184,5,0,0,0,low,hr,13518
0.72,0.62,3,243,2,1,0,0,low,hr,13519
0.83,0.93,3,247,2,0,0,0,low,hr,13520
0.55,0.4,3,158,3,0,0,0,low,hr,13521
0.77,0.74,5,243,2,0,0,0,low,technical,13522
0.24,0.63,4,203,5,0,0,0,low,technical,13523
0.8,0.96,3,161,3,0,0,0,low,technical,13524
0.5,0.59,4,214,3,1,0,0,low,technical,13525
0.66,0.59,4,179,3,0,0,0,low,technical,13526
0.66,0.77,4,188,2,0,0,0,low,technical,13527
0.66,0.81,3,174,3,0,0,0,low,technical,13528
0.96,0.83,3,177,4,0,0,0,low,technical,13529
0.75,0.94,5,194,4,0,0,0,low,technical,13530
0.78,0.77,3,244,2,0,0,0,medium,technical,13531
0.57,0.82,4,269,2,0,0,0,medium,technical,13532
0.78,0.68,2,159,3,1,0,0,medium,support,13533
0.57,0.88,4,140,2,0,0,0,medium,support,13534
0.84,0.56,5,224,2,0,0,0,medium,support,13535
0.23,0.94,5,242,4,0,0,0,medium,support,13536
0.53,0.37,3,180,3,0,0,0,medium,support,13537
0.82,0.71,3,150,3,0,0,0,medium,support,13538
0.59,0.64,5,269,3,0,0,0,medium,support,13539
0.5,0.52,2,178,2,0,0,0,medium,support,13540
1,0.74,2,187,3,0,0,0,medium,support,13541
0.94,0.61,3,140,2,0,0,0,medium,support,13542
0.86,0.61,4,193,2,0,0,0,high,support,13543
0.73,0.49,4,243,2,0,0,0,low,technical,13544
0.49,0.94,3,144,3,1,0,0,medium,technical,13545
0.79,0.73,2,147,2,0,0,0,medium,technical,13546
0.83,0.5,6,165,3,0,0,0,medium,management,13547
0.85,0.67,3,176,2,0,0,0,medium,IT,13548
0.65,0.37,3,170,6,0,0,0,low,IT,13549
0.94,0.65,4,213,2,1,0,0,low,IT,13550
0.76,0.81,4,242,2,0,0,0,low,IT,13551
0.77,0.54,4,139,3,1,0,0,low,IT,13552
0.77,0.91,4,239,3,1,0,0,low,product_mng,13553
0.59,0.64,5,123,2,0,0,0,low,product_mng,13554
0.69,0.9,3,185,4,0,0,0,low,product_mng,13555
0.51,0.85,4,186,2,0,0,0,low,product_mng,13556
0.8,0.67,3,178,3,0,0,0,low,IT,13557
0.98,0.7,3,153,10,0,0,0,high,management,13558
0.69,0.72,4,185,10,1,0,0,high,management,13559
0.14,0.76,4,142,10,0,0,0,high,management,13560
0.95,0.9,4,221,10,1,0,0,high,management,13561
0.53,0.61,3,148,10,0,0,0,high,management,13562
0.64,0.52,5,258,10,1,0,0,high,management,13563
0.51,0.73,4,229,3,0,0,0,low,sales,13564
0.36,0.73,2,111,2,0,0,0,low,sales,13565
0.62,0.97,2,271,3,0,0,0,low,sales,13566
0.98,0.58,4,133,3,0,0,0,low,sales,13567
0.53,0.7,4,223,3,0,0,0,low,sales,13568
0.8,0.95,4,272,2,0,0,0,low,sales,13569
0.73,0.77,3,233,3,0,0,0,medium,sales,13570
0.82,0.8,3,162,3,0,0,0,medium,sales,13571
0.62,0.75,5,165,4,0,0,0,medium,sales,13572
0.87,0.48,5,242,3,0,0,0,medium,sales,13573
0.43,0.65,4,124,2,0,0,0,medium,sales,13574
0.57,0.6,2,163,3,0,0,0,medium,sales,13575
0.91,0.77,3,144,3,0,0,0,medium,sales,13576
0.75,0.59,5,149,4,0,0,0,medium,sales,13577
0.76,0.8,5,217,2,0,0,0,medium,sales,13578
0.85,0.49,4,139,2,0,0,0,medium,sales,13579
0.56,0.67,3,270,2,0,0,0,medium,sales,13580
0.86,0.84,3,177,3,0,0,0,medium,sales,13581
0.21,0.43,5,175,2,1,0,0,high,sales,13582
0.94,0.59,3,151,2,0,0,0,low,sales,13583
0.98,0.74,3,185,3,0,0,0,medium,sales,13584
0.42,0.45,3,227,3,0,0,0,medium,sales,13585
0.98,0.89,4,218,2,0,0,0,medium,sales,13586
1,0.93,5,167,3,0,0,0,medium,sales,13587
0.95,0.52,3,183,2,1,0,0,low,sales,13588
0.95,0.5,4,259,3,0,0,0,low,sales,13589
0.68,0.53,3,138,2,1,0,0,low,sales,13590
0.64,0.38,5,122,4,0,0,0,low,sales,13591
0.24,0.62,6,225,6,0,0,0,low,sales,13592
0.37,0.72,3,121,2,0,0,0,low,sales,13593
0.67,0.4,4,274,3,0,0,0,low,sales,13594
0.86,0.89,4,153,4,0,0,0,low,sales,13595
0.43,0.38,3,119,2,0,0,0,low,sales,13596
0.67,0.67,4,141,2,1,0,0,low,sales,13597
0.92,0.6,4,161,3,0,0,0,low,IT,13598
0.43,0.46,2,186,2,0,0,0,low,product_mng,13599
0.52,0.8,3,252,4,0,0,0,low,product_mng,13600
0.16,0.42,3,182,3,1,0,0,low,product_mng,13601
0.49,0.6,4,264,2,1,0,0,low,product_mng,13602
0.37,0.63,4,167,3,0,0,0,low,IT,13603
0.98,0.68,5,171,3,0,0,0,high,management,13604
0.33,0.97,5,130,4,0,0,0,high,management,13605
0.14,0.79,5,271,4,0,0,0,high,management,13606
0.54,0.79,5,249,3,1,0,0,high,management,13607
0.63,0.48,4,180,4,0,0,0,high,management,13608
0.55,0.69,4,220,3,1,0,0,high,management,13609
0.84,0.53,3,210,4,1,0,0,medium,marketing,13610
0.51,0.97,4,258,2,0,0,0,medium,sales,13611
0.15,0.75,3,150,4,0,1,0,medium,accounting,13612
0.97,0.79,5,259,3,0,1,0,medium,support,13613
0.67,0.69,3,231,3,0,1,0,medium,technical,13614
0.48,0.67,4,220,3,0,1,0,medium,management,13615
0.69,0.58,4,149,3,0,1,0,medium,marketing,13616
0.6,0.62,3,238,4,0,1,0,medium,marketing,13617
0.82,0.71,2,209,5,0,1,0,medium,marketing,13618
0.86,0.95,4,149,3,0,1,0,medium,sales,13619
0.69,0.59,4,264,3,0,0,0,medium,sales,13620
0.87,0.87,5,207,2,0,0,0,high,sales,13621
0.17,0.78,3,239,6,0,0,0,low,sales,13622
0.94,0.51,6,239,5,0,0,0,medium,sales,13623
0.5,1,4,258,3,0,0,0,medium,sales,13624
0.16,0.72,3,203,3,0,0,0,medium,sales,13625
0.89,0.99,2,258,3,0,0,0,medium,sales,13626
0.69,0.51,3,257,3,1,0,0,low,IT,13627
0.5,0.51,5,134,3,0,0,0,low,product_mng,13628
0.16,0.46,6,240,2,0,0,0,low,product_mng,13629
0.75,0.99,2,237,5,1,0,0,low,product_mng,13630
0.64,0.66,5,157,2,0,0,0,low,product_mng,13631
0.78,0.43,4,275,3,0,0,0,low,IT,13632
0.81,0.74,2,228,3,0,0,0,high,management,13633
0.55,0.58,3,254,2,0,0,0,high,management,13634
0.53,0.53,4,257,2,0,0,0,high,management,13635
0.69,0.73,3,231,2,1,0,0,high,management,13636
0.8,0.53,3,217,3,0,0,0,high,management,13637
0.77,0.98,3,286,6,0,0,0,high,management,13638
0.84,0.8,4,236,3,0,0,0,low,marketing,13639
0.64,0.55,4,215,2,0,0,0,low,sales,13640
0.78,0.57,4,157,3,0,0,0,low,accounting,13641
0.67,0.7,3,149,3,0,0,0,low,support,13642
0.81,0.77,3,221,2,0,0,0,low,technical,13643
0.91,0.82,4,238,2,0,0,0,low,management,13644
0.75,0.89,6,250,2,0,0,0,medium,marketing,13645
0.78,0.96,3,202,4,1,0,0,medium,marketing,13646
0.54,0.52,4,173,2,0,0,0,medium,marketing,13647
0.77,0.71,5,250,3,1,0,0,medium,sales,13648
0.89,0.63,4,270,3,1,0,0,medium,sales,13649
0.16,0.98,3,232,5,0,0,0,medium,sales,13650
0.77,0.99,4,260,3,0,0,0,medium,sales,13651
0.69,0.48,5,232,4,0,0,0,medium,sales,13652
0.61,0.81,4,134,3,0,0,0,medium,sales,13653
0.59,0.81,4,189,3,0,0,0,medium,sales,13654
0.58,0.8,4,113,3,0,0,0,medium,IT,13655
0.88,0.67,5,264,3,0,0,0,medium,product_mng,13656
0.51,0.63,5,260,2,0,0,0,high,product_mng,13657
0.31,0.7,3,132,3,0,0,0,low,product_mng,13658
0.52,0.52,4,168,3,0,0,0,medium,product_mng,13659
0.57,0.46,3,186,3,1,0,0,medium,IT,13660
0.5,0.77,3,267,2,0,0,0,high,management,13661
0.74,0.63,3,180,3,0,0,0,high,management,13662
0.74,0.77,3,211,3,0,0,0,high,management,13663
0.82,0.51,2,268,2,0,0,0,high,management,13664
0.74,0.71,3,206,3,0,0,0,high,management,13665
0.2,0.59,6,113,3,0,0,0,high,management,13666
0.63,0.48,4,179,3,0,0,0,low,marketing,13667
0.19,0.8,6,157,6,1,0,0,low,sales,13668
0.4,0.62,4,127,5,0,0,0,low,accounting,13669
0.71,0.37,2,179,5,0,1,0,low,support,13670
0.84,0.73,4,197,3,0,1,0,low,technical,13671
0.59,0.84,4,251,4,1,1,0,low,management,13672
0.57,0.85,4,250,3,1,1,0,low,marketing,13673
0.81,0.61,2,176,5,0,1,0,low,marketing,13674
0.8,0.7,4,246,3,0,1,0,low,marketing,13675
0.49,0.66,3,155,3,0,1,0,low,sales,13676
0.55,0.64,3,178,2,0,1,0,low,sales,13677
0.68,0.4,3,213,5,1,1,0,low,sales,13678
0.55,0.67,3,150,2,0,1,0,low,sales,13679
0.59,0.62,3,166,2,0,0,0,low,sales,13680
0.91,0.8,5,169,4,0,0,0,low,sales,13681
0.48,0.9,4,208,3,0,0,0,low,sales,13682
0.84,0.66,3,209,2,0,0,0,low,sales,13683
0.73,0.54,4,167,3,0,0,0,medium,IT,13684
0.28,0.59,6,281,3,0,0,0,medium,product_mng,13685
0.77,0.65,3,156,4,0,0,0,medium,product_mng,13686
0.67,0.65,3,265,3,0,0,0,medium,product_mng,13687
0.5,0.53,3,142,3,1,0,0,medium,product_mng,13688
0.32,0.47,3,143,4,0,0,0,medium,IT,13689
0.57,0.78,3,134,3,0,0,0,medium,RandD,13690
0.51,0.8,5,268,3,0,0,0,medium,RandD,13691
0.61,0.6,3,255,2,0,0,0,medium,RandD,13692
0.83,0.73,4,157,2,0,0,0,medium,RandD,13693
0.87,0.97,5,151,3,0,0,0,medium,RandD,13694
0.7,0.63,3,157,2,0,0,0,medium,RandD,13695
0.78,0.65,3,139,3,0,0,0,high,marketing,13696
0.71,0.53,4,196,2,1,0,0,low,sales,13697
0.68,0.99,3,159,2,0,0,0,medium,accounting,13698
0.75,0.53,4,224,4,1,0,0,medium,support,13699
0.7,0.53,3,215,7,1,0,0,medium,technical,13700
0.59,0.94,5,157,7,1,0,0,medium,management,13701
0.64,0.87,4,157,7,0,0,0,low,marketing,13702
0.61,0.88,5,146,7,1,0,0,low,marketing,13703
0.77,0.49,2,286,7,0,0,0,low,marketing,13704
0.51,0.64,3,203,3,0,0,0,low,sales,13705
0.49,0.49,3,168,7,0,0,0,low,sales,13706
0.77,0.75,3,170,7,0,0,0,low,sales,13707
0.31,0.86,3,266,7,0,0,0,low,sales,13708
0.54,0.76,3,183,3,0,0,0,low,sales,13709
0.56,0.66,4,264,3,0,0,0,low,sales,13710
0.65,0.77,4,205,3,0,0,0,low,sales,13711
0.49,0.36,2,192,3,0,0,0,low,sales,13712
0.82,0.79,3,176,3,0,0,0,low,technical,13713
0.6,0.52,3,183,2,0,0,0,low,support,13714
0.64,0.63,3,156,6,1,0,0,low,support,13715
0.7,0.68,3,150,3,0,0,0,low,support,13716
0.65,0.89,4,204,8,1,0,0,low,support,13717
0.69,0.78,5,131,8,0,0,0,low,support,13718
0.93,0.74,5,248,8,1,0,0,low,support,13719
0.55,0.52,4,168,8,0,0,0,low,support,13720
0.75,0.87,4,146,8,1,0,0,low,support,13721
0.47,0.43,4,246,3,0,0,0,low,support,13722
0.72,0.88,5,216,10,1,0,0,medium,support,13723
0.59,0.92,3,203,10,0,0,0,medium,support,13724
0.98,0.49,3,199,10,0,0,0,medium,technical,13725
0.39,0.52,2,102,8,0,0,0,medium,technical,13726
0.93,0.87,4,139,8,0,0,0,medium,technical,13727
0.71,0.97,5,208,8,1,0,0,medium,management,13728
0.49,0.54,4,215,4,0,0,0,medium,IT,13729
0.63,0.93,4,233,3,0,0,0,medium,IT,13730
0.45,0.64,3,169,10,0,0,0,medium,IT,13731
0.77,0.64,3,190,10,1,0,0,medium,IT,13732
0.77,0.63,4,236,7,0,0,0,medium,IT,13733
0.5,0.92,4,266,7,0,0,0,medium,product_mng,13734
0.45,0.42,4,156,7,0,0,0,high,product_mng,13735
0.81,0.47,4,153,7,0,0,0,low,product_mng,13736
0.83,0.67,3,175,3,0,0,0,medium,product_mng,13737
0.47,0.76,6,174,10,0,0,0,medium,IT,13738
0.25,0.89,4,154,10,0,0,0,high,management,13739
0.89,0.55,5,251,10,0,0,0,high,management,13740
0.97,0.57,3,164,10,0,0,0,high,management,13741
0.6,0.65,2,225,10,0,0,0,high,management,13742
0.67,0.72,2,134,10,0,0,0,high,management,13743
0.89,0.77,3,144,3,0,0,0,high,management,13744
0.6,0.91,5,211,3,0,0,0,low,sales,13745
0.64,0.79,4,139,3,0,0,0,low,sales,13746
0.57,0.66,3,268,3,0,0,0,low,sales,13747
0.56,0.98,5,171,3,1,0,0,low,sales,13748
0.6,0.9,4,260,2,0,0,0,medium,sales,13749
0.17,0.66,6,224,3,0,0,0,medium,sales,13750
0.74,0.49,4,233,3,0,0,0,medium,sales,13751
0.44,0.41,3,125,7,0,0,0,medium,sales,13752
0.51,0.89,4,233,7,0,0,0,medium,sales,13753
0.86,0.57,3,162,7,0,0,0,medium,sales,13754
0.96,0.48,4,198,7,0,0,0,medium,sales,13755
0.87,0.82,4,198,7,0,0,0,medium,sales,13756
0.58,0.79,3,243,3,1,0,0,medium,sales,13757
0.24,0.56,4,281,7,0,0,0,medium,sales,13758
0.42,0.8,4,259,7,1,0,0,medium,sales,13759
0.65,0.94,4,184,7,0,0,0,medium,sales,13760
0.73,0.92,6,189,3,1,0,0,medium,sales,13761
0.63,0.6,4,258,3,0,0,0,medium,sales,13762
0.95,0.48,4,225,3,0,0,0,medium,sales,13763
0.52,0.83,5,145,3,0,0,0,medium,sales,13764
0.96,0.55,3,164,3,0,0,0,medium,sales,13765
0.66,0.51,4,254,2,0,0,0,medium,sales,13766
0.98,0.44,4,154,6,1,0,0,medium,sales,13767
0.56,0.79,5,248,3,0,0,0,medium,sales,13768
0.97,0.54,3,154,8,1,0,0,medium,sales,13769
0.72,0.92,3,242,8,0,0,0,medium,sales,13770
0.74,0.78,4,194,8,0,0,0,medium,sales,13771
0.2,0.6,5,261,8,0,0,0,medium,sales,13772
0.73,0.56,3,245,8,0,0,0,medium,sales,13773
0.76,0.79,3,247,3,0,0,0,low,sales,13774
0.65,0.54,4,147,10,0,0,0,low,sales,13775
0.66,0.5,3,139,10,1,0,0,low,sales,13776
0.96,0.97,6,137,10,0,0,0,low,sales,13777
0.57,0.55,4,177,8,0,0,0,low,sales,13778
0.61,0.82,4,184,8,0,0,0,low,IT,13779
0.57,0.69,3,212,8,0,0,0,low,product_mng,13780
0.59,0.47,3,159,4,0,0,0,low,product_mng,13781
0.92,0.68,4,178,3,0,0,0,low,product_mng,13782
0.79,0.56,3,149,10,0,0,0,low,product_mng,13783
0.95,0.66,4,223,10,0,0,0,low,IT,13784
0.24,0.81,6,263,7,0,0,0,high,management,13785
0.49,0.52,4,161,7,0,0,0,high,management,13786
0.49,0.68,3,192,7,0,0,0,high,management,13787
0.97,0.51,5,215,7,0,0,0,high,management,13788
0.55,0.78,4,261,3,0,0,0,high,management,13789
0.76,0.56,5,222,10,0,0,0,high,management,13790
0.53,0.99,3,223,10,0,0,0,low,marketing,13791
0.51,0.86,3,182,10,0,0,0,low,sales,13792
0.57,0.93,2,204,10,0,0,0,low,accounting,13793
0.58,0.91,3,195,10,0,0,0,low,support,13794
0.6,0.98,4,146,10,0,0,0,low,technical,13795
0.65,0.74,4,233,4,1,0,0,low,management,13796
0.91,0.75,2,147,3,0,0,0,low,marketing,13797
0.65,0.55,3,156,5,0,0,0,low,marketing,13798
0.18,0.49,3,240,2,1,0,0,low,marketing,13799
0.66,0.9,4,177,7,0,0,0,low,sales,13800
0.78,0.8,3,135,7,0,0,0,medium,sales,13801
0.82,0.65,5,178,7,1,0,0,medium,sales,13802
0.54,0.64,3,190,7,0,0,0,medium,sales,13803
0.95,0.84,3,240,7,0,0,0,medium,sales,13804
0.65,0.85,4,172,3,0,0,0,medium,sales,13805
0.83,0.55,3,271,7,0,0,0,medium,sales,13806
0.15,0.6,5,188,7,0,0,0,medium,sales,13807
0.59,0.59,4,197,7,0,0,0,medium,IT,13808
0.99,0.94,5,151,3,0,0,0,medium,product_mng,13809
0.76,0.72,3,263,3,0,0,0,medium,product_mng,13810
0.64,0.67,2,223,3,0,0,0,medium,product_mng,13811
0.95,0.75,4,151,3,0,0,0,medium,product_mng,13812
0.53,0.66,3,191,3,0,0,0,high,IT,13813
0.59,0.5,2,162,2,0,0,0,high,management,13814
0.69,0.86,5,195,6,0,0,0,high,management,13815
0.5,0.49,4,222,3,0,0,0,high,management,13816
0.89,0.96,3,179,8,0,0,0,high,management,13817
0.56,0.39,3,106,8,0,0,0,high,management,13818
0.77,0.68,3,214,8,1,0,0,high,management,13819
0.15,0.75,3,259,8,1,0,0,high,marketing,13820
0.88,0.58,3,145,8,0,0,0,low,sales,13821
0.89,0.86,4,153,3,0,0,0,low,accounting,13822
0.65,0.52,2,117,10,1,0,0,low,support,13823
0.58,0.99,3,207,10,0,0,0,low,technical,13824
0.56,0.85,3,265,10,1,0,0,low,management,13825
0.25,0.72,5,279,8,0,0,0,low,marketing,13826
0.87,0.89,4,225,8,0,0,0,low,marketing,13827
0.62,0.4,3,158,8,1,0,0,low,marketing,13828
0.72,0.75,4,211,4,0,0,0,medium,sales,13829
0.49,0.94,4,175,3,0,0,0,medium,sales,13830
0.57,0.91,4,224,10,0,0,0,medium,sales,13831
0.63,0.65,3,190,10,0,0,0,medium,sales,13832
0.91,0.63,5,240,7,0,0,0,medium,sales,13833
0.7,0.68,5,225,7,0,0,0,medium,sales,13834
0.66,0.95,5,192,7,0,0,0,medium,sales,13835
0.77,0.48,5,262,7,0,0,0,medium,IT,13836
0.68,0.97,3,250,3,1,0,0,medium,product_mng,13837
0.34,0.46,3,155,10,0,0,0,medium,product_mng,13838
0.97,0.64,4,238,10,1,0,0,medium,product_mng,13839
0.57,0.75,4,249,10,0,0,0,medium,product_mng,13840
0.66,0.65,3,272,10,0,0,0,medium,IT,13841
0.68,0.67,4,162,10,0,0,0,high,management,13842
0.49,0.78,4,254,10,0,0,0,high,management,13843
0.72,0.66,4,184,3,0,0,0,high,management,13844
0.77,0.89,4,269,10,0,0,0,high,management,13845
0.77,0.73,3,201,10,0,0,0,high,management,13846
0.59,0.73,4,247,10,0,0,0,high,management,13847
0.41,0.67,6,221,10,0,0,0,medium,marketing,13848
0.94,0.64,5,247,10,0,0,0,medium,sales,13849
0.91,0.61,4,135,10,0,0,0,medium,accounting,13850
0.7,0.84,3,260,4,1,0,0,medium,support,13851
0.51,0.52,3,188,3,0,0,0,high,technical,13852
0.22,0.7,4,159,5,0,0,0,low,management,13853
0.69,0.65,3,153,2,0,0,0,medium,marketing,13854
0.2,0.68,5,167,7,0,0,0,medium,marketing,13855
0.9,0.85,3,158,7,0,0,0,medium,marketing,13856
0.76,0.85,3,180,7,0,0,0,medium,sales,13857
0.88,0.51,3,211,7,0,0,0,medium,sales,13858
0.31,0.63,4,104,7,1,0,0,medium,sales,13859
0.17,0.66,6,174,3,0,0,0,medium,sales,13860
0.91,0.77,3,195,7,0,0,0,medium,sales,13861
0.97,0.38,5,211,7,1,0,0,medium,sales,13862
0.61,0.77,5,232,7,0,0,0,medium,sales,13863
0.74,0.67,5,216,3,0,0,0,low,sales,13864
0.65,0.82,5,265,3,0,0,0,low,IT,13865
0.87,0.73,5,184,3,0,0,0,low,product_mng,13866
0.56,0.71,5,244,3,0,0,0,low,product_mng,13867
0.78,0.69,4,202,3,0,0,0,low,product_mng,13868
0.73,0.57,3,146,2,0,0,0,low,product_mng,13869
0.66,0.78,4,161,6,0,0,0,low,IT,13870
0.15,0.81,5,280,3,1,0,0,high,RandD,13871
0.52,0.69,5,208,8,1,0,0,low,RandD,13872
0.44,0.66,6,134,8,0,0,0,high,RandD,13873
0.7,0.7,3,162,8,0,0,0,high,RandD,13874
0.63,0.52,5,209,8,1,0,0,low,RandD,13875
0.89,0.59,3,265,8,0,0,0,low,RandD,13876
0.96,0.85,4,173,3,0,0,0,high,marketing,13877
0.98,0.99,4,261,10,1,0,0,low,sales,13878
0.62,0.82,3,204,10,0,0,0,medium,accounting,13879
0.62,0.73,3,144,10,1,0,0,high,support,13880
0.69,0.43,5,113,8,0,0,0,medium,technical,13881
0.5,0.91,4,144,8,0,0,0,medium,management,13882
0.71,0.93,5,140,8,0,0,0,medium,marketing,13883
0.5,0.68,3,245,4,0,0,0,medium,marketing,13884
0.93,0.6,3,188,3,0,0,0,high,marketing,13885
0.95,0.77,5,199,10,1,0,0,medium,sales,13886
0.17,0.61,6,154,10,1,0,0,medium,sales,13887
0.92,0.68,4,138,7,0,0,0,medium,sales,13888
0.64,0.48,3,147,7,0,0,0,high,sales,13889
0.27,0.42,6,173,7,0,0,0,medium,sales,13890
0.66,0.87,3,223,7,0,0,0,high,sales,13891
0.59,0.69,3,200,3,0,0,0,low,sales,13892
0.93,0.98,4,189,10,0,0,0,medium,sales,13893
0.58,0.67,5,133,10,0,0,0,medium,technical,13894
0.96,0.6,3,160,10,0,0,0,medium,support,13895
0.69,0.85,3,153,10,0,0,0,medium,support,13896
0.41,0.38,4,142,10,1,0,0,low,support,13897
0.36,0.41,3,167,10,0,0,0,low,support,13898
0.71,0.78,4,227,2,0,0,0,low,support,13899
0.94,0.9,4,144,4,0,0,0,low,support,13900
0.51,0.76,4,140,3,0,0,0,low,support,13901
0.83,0.48,4,220,3,1,0,0,low,support,13902
0.22,0.62,3,180,3,0,0,0,low,support,13903
0.66,0.89,4,173,4,0,0,0,low,support,13904
0.14,0.58,3,179,5,0,0,0,low,support,13905
0.16,0.96,5,137,5,1,0,0,low,technical,13906
0.81,0.78,3,165,3,0,0,0,high,technical,13907
0.73,0.94,3,177,3,0,0,0,low,technical,13908
0.7,0.58,5,168,3,0,0,0,low,management,13909
0.62,0.73,3,245,4,0,0,0,low,IT,13910
0.5,0.83,5,258,2,0,0,0,low,IT,13911
0.7,0.88,3,159,2,0,0,0,high,IT,13912
0.53,0.73,3,163,3,1,0,0,low,IT,13913
0.87,0.9,3,174,2,0,0,0,low,IT,13914
0.59,0.6,3,214,2,1,0,0,low,product_mng,13915
0.94,0.67,4,191,3,1,0,0,high,product_mng,13916
0.2,0.53,5,272,5,0,0,0,low,product_mng,13917
0.42,0.44,3,183,2,0,0,0,medium,product_mng,13918
0.43,0.66,4,135,2,0,0,0,high,IT,13919
0.43,0.76,6,154,2,0,0,0,high,management,13920
0.77,0.86,5,238,3,0,0,0,high,management,13921
0.76,0.98,2,235,3,0,0,0,high,management,13922
0.82,0.9,3,215,4,0,0,0,high,management,13923
0.75,0.66,5,234,2,0,0,0,high,management,13924
0.63,0.98,4,187,3,0,0,0,high,management,13925
0.51,0.75,3,133,3,0,0,0,medium,sales,13926
0.23,0.7,3,123,5,0,0,0,medium,sales,13927
0.77,0.58,4,202,3,0,0,0,medium,sales,13928
0.54,0.63,4,140,3,0,0,0,medium,sales,13929
0.63,0.85,4,182,3,1,0,0,high,sales,13930
0.55,0.45,3,179,2,1,0,0,low,sales,13931
0.31,0.63,3,150,3,1,0,0,medium,sales,13932
0.98,0.74,4,151,3,0,0,0,medium,sales,13933
0.16,0.95,6,117,7,0,0,0,medium,sales,13934
0.54,0.78,3,156,7,0,0,0,medium,sales,13935
0.73,0.48,3,211,7,0,0,0,medium,sales,13936
0.16,0.63,6,286,7,0,1,0,medium,sales,13937
0.57,0.82,5,233,7,0,1,0,medium,sales,13938
0.88,0.88,4,222,3,1,1,0,medium,sales,13939
0.95,0.81,4,258,7,0,1,0,medium,sales,13940
0.93,0.7,5,231,7,0,1,0,high,sales,13941
0.91,0.58,3,220,7,0,1,0,low,sales,13942
0.77,0.82,4,134,3,0,1,0,low,sales,13943
0.24,0.94,6,141,3,1,0,0,low,sales,13944
0.74,0.74,5,160,3,1,0,0,high,sales,13945
0.53,0.59,4,259,3,0,0,0,low,sales,13946
0.89,0.77,5,232,3,0,0,0,low,sales,13947
0.23,0.77,5,272,2,0,0,0,low,sales,13948
